responseid,interview_start,interview_end,gender,colour_plus,region,list,Q1_1,Q1_2,Q1_3,Q1_4,Q1_99,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q4,Q4_98_other,Q4b_1,Q4b_2,Q4b_3,Q4b_4,Q4b_98,Q4b_98_recoded,Q4b_98_other,Q4b_5,Q4b_6,Q4b_7,Q4b_8,Q4b_9,Q4b_10,Q4b_99,Q5_1,Q5_2,Q5_3,Q5_4,Q5_99,Q6ax1_1,Q6ax1_2,Q6ax1_3,Q6ax2_1,Q6ax2_2,Q6ax2_3,Q6ax3_1,Q6ax3_2,Q6ax3_3,Q6ax4_1,Q6ax4_2,Q6ax4_3,Q6bx1_1,Q6bx1_2,Q6bx1_3,Q6bx2_1,Q6bx2_2,Q6bx2_3,Q6bx3_1,Q6bx3_2,Q6bx3_3,Q6bx4_1,Q6bx4_2,Q6bx4_3,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_99,Q9,Q10_1,Q10_2,oQ11,Q13,Q13_98_other,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_98,Q14_98_other,Q14_99,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_98,Q15_98_other,Q15_99,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q18a_1,Q18a_2,Q18a_3,Q18a_4,Q18a_5,Q18a_6,Q18a_7,Q18a_8,Q18a_9,Q18a_99,Q17_1,Q17_2,Q17_3,Q18,Q19,Q20,Q21,Q21_98_other,Q22,Q22_98_other,Q23,AgeBand,Q24
136,29/11/2024,29/11/2024,Female,ORANGE,REGIONAL,EV,1,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,0,1,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,3,4,5,,,,,,,2,2,2,1,1,2,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,1,1,0,Somewhat familiar,Strongly agree,Strongly agree,,Next 1-2 years,,0,0,0,0,0,0,1,1,1,0,0,0,,0,1,0,0,0,1,1,0,0,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly uninterested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,1,1,0,1,1,1,1,1,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,5,3,Freestanding house,,Own outright,,58,55-64 years,"$2000-3000 a week / $104,000-$156,000 a year"
141,29/11/2024,29/11/2024,Male,BROWN,RURAL,EV,1,0,1,0,0,"10,000-20,000",1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,0,3,5,5,,,,3,5,5,,,,1,1,1,,,,1,1,1,,,,Strongly agree,Strongly agree,Somewhat agree,1,1,0,Somewhat familiar,Strongly agree,Strongly agree,I am extrememly hopeful this technology becomes available soon.  We purchased a Mistubishi outlander PHEV for this exact purpose that we wanted to have a V2X setup. Gievn that power companies are continually reducing payment of FiT it makes sense to use an EV as an extra home battery instead of exporting to grid.,As soon as possible,,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,1,0,0,,0,Fairly interested,Very interested,Fairly interested,Very interested,Very interested,Neither interested nor uninterested,Very interested,Very interested,Neither interested nor uninterested,0,0,0,0,1,0,1,1,0,0,1,2,3,"Discharge to my home only, to reduce my energy bills",5,2,Freestanding house,,Own with mortgage,,43,35-44 years,"$3000-4000 a week / $156,000-$208,000 a year"
142,29/11/2024,29/11/2024,Not Stated,LILAC,RURAL,EV,1,1,0,0,0,"20,001-50,000",0,1,0,0,0,At home,,0,0,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,4,4,5,2,2,5,,,,,,,2,1,2,1,1,2,,,,,,,Strongly agree,Strongly agree,Somewhat disagree,1,1,0,Very familiar,Strongly agree,Strongly agree,I have been trialing V2G for the past year very successfully.  Amber's wholesale dynamic pricing has allowed me to earn $564 in two hours and up to $800 in a month.   I would like to see dynamic pricing applied to network charges which could make supporting the grid even more profitable.,Other (please specify),I have it already,0,0,0,1,1,0,1,0,0,0,0,0,,0,1,0,1,1,0,0,0,0,0,0,0,,0,Very interested,Neither interested nor uninterested,Very interested,Neither interested nor uninterested,Very interested,Very interested,Very interested,Very interested,Neither interested nor uninterested,0,0,1,0,0,0,0,0,0,0,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,5,2,Freestanding house,,Own outright,,84,65+,"$1000-2000 a week / $52,000-$104,000 a year"
162,29/11/2024,29/11/2024,Female,KHAKI,RURAL,Main,1,0,0,0,0,"Less than 10,000",0,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0 - Weekdays,4,5,,,,,,,,,,1,2,2,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,1,0,0,Not at all familiar,Somewhat agree,Neither agree nor disagree,no,Other (please specify),"my solar is hot water only, probably wouldn't put in solar power as I live in a townhouse",0,1,0,0,0,0,1,0,0,1,1,0,,0,1,0,0,0,0,1,0,0,1,0,0,,0,Fairly uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly uninterested,Neither interested nor uninterested,Fairly interested,Fairly interested,Fairly interested,1,1,1,1,1,1,1,1,1,0,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,5,1,Townhouse,,Own outright,,67,65+,"$500-1000 a week / $26,000-$52,000 a year"
163,29/11/2024,29/11/2024,Male,GREY,METROPOLITAN,EV,0,1,0,1,0,"10,000-20,000",0,1,0,0,0,At home,,0,1,1,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,5,5,5,,,,2,2,5,,,,2,2,2,,,,2,2,2,Strongly agree,Somewhat agree,Somewhat agree,1,1,0,Very familiar,Strongly agree,Strongly agree,"My current EV does not support VTG. I have a smart home which I can program and I  am using it to manage electricity usage, including charging my EV",Other (please specify),When I get sn EV that supports it,0,0,1,0,0,0,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,1,Very interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Very interested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,1,0,0,0,0,0,0,0,0,0,2,1,3,"Discharge to my home only, to reduce my energy bills",3,4,Freestanding house,,Own outright,,67,65+,"$1000-2000 a week / $52,000-$104,000 a year"
185,29/11/2024,29/11/2024,Male,GREY,METROPOLITAN,EV,1,1,0,0,0,"20,001-50,000",1,1,0,1,0,At home,,0,0,1,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,4,4,5,4,4,5,,,,,,,1,1,1,1,1,1,,,,,,,Strongly agree,Somewhat agree,Strongly disagree,1,1,0,Very familiar,Strongly agree,Strongly agree,potential to provide much needed firming in the grid.  car battery is 7x home battery,Other (please specify),once suitable car is available in Australia,0,0,1,1,1,1,1,1,1,1,0,0,basically all except avoiding buying battery,0,1,0,0,0,0,0,0,1,0,0,0,,0,Very interested,Very interested,Very interested,Not at all interested,Very interested,Very interested,Very interested,Very interested,Fairly uninterested,1,1,1,0,1,1,1,1,0,0,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,10,2,Freestanding house,,Own outright,,67,65+,"$2000-3000 a week / $104,000-$156,000 a year"
210,29/11/2024,29/11/2024,Male,PURPLE,REGIONAL,EV,0,1,0,0,0,"10,000-20,000",0,1,0,0,0,At home,,0,0,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,5,5,5,,,,,,,,,,2,2,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,0,0,1,Very familiar,Strongly agree,Strongly agree,,As soon as possible,,0,0,0,1,1,1,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,1,1,1,0,0,0,0,0,0,0,1,3,2,"Discharge to my home only, to reduce my energy bills",5,4,Semidetached or terrace,,Own outright,,50,45-54 years,"$1000-2000 a week / $52,000-$104,000 a year"
219,29/11/2024,29/11/2024,Male,LILAC,METROPOLITAN,Main,1,0,0,0,0,"10,000-20,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,1,0,0,3,4,5,,,,,,,,,,1,1,2,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,0,0,1,Not at all familiar,Strongly agree,Strongly disagree,more info,,,0,0,0,1,1,0,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,Freestanding house,,Other (please specify),lease rental plan,77,65+,Prefer not to say
220,29/11/2024,29/11/2024,Male,KHAKI,METROPOLITAN,EV,0,1,0,0,0,"10,000-20,000",0,1,0,0,0,At home,,0,1,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1,,,,3,5,5,,,,,,,,,,1,2,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Very familiar,Somewhat agree,Somewhat agree,My car does not have this technology,Don't know,,0,0,0,1,1,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,1,0,,0,Fairly interested,Neither interested nor uninterested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,0,0,0,0,0,0,0,0,0,1,2,3,1,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,5,2,Freestanding house,,Own with mortgage,,64,55-64 years,"$1000-2000 a week / $52,000-$104,000 a year"
248,29/11/2024,29/11/2024,Male,GREY,METROPOLITAN,Main,1,0,0,0,0,"10,000-20,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,3,5,5,,,,,,,,,,1,2,2,,,,,,,,,,Strongly disagree,Somewhat agree,Somewhat agree,0,0,1,Somewhat familiar,Somewhat disagree,Strongly disagree,,,,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,Freestanding house,,Own outright,,64,55-64 years,"$3000-4000 a week / $156,000-$208,000 a year"
250,29/11/2024,29/11/2024,Male,KHAKI,RURAL,EV,1,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,1,5,5,,,,,,,1,2,2,1,2,2,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,1,1,0,Very familiar,Strongly agree,Neither agree nor disagree,"Vehicle to grid is only useful when the vehicle is at home, so it does not replace home batteries. It can however help grid stability at peak times and reduce costs for residents.",5+ years,,0,0,0,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,,0,Very interested,Very interested,Very interested,Fairly interested,Neither interested nor uninterested,Fairly interested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,1,1,1,1,1,1,1,1,1,0,1,2,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,5,2,Freestanding house,,Own outright,,68,65+,"$3000-4000 a week / $156,000-$208,000 a year"
253,29/11/2024,29/11/2024,Male,PURPLE,REGIONAL,EV,1,0,0,0,0,"20,001-50,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0 - Weekdays,0 - Weekdays,5,,,,,,,,,,2,2,2,,,,,,,,,,Somewhat disagree,Somewhat agree,Strongly disagree,1,0,0,Somewhat familiar,Somewhat agree,Somewhat agree,,Next 3-5 years,,0,0,0,0,1,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,1,1,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Very interested,Very interested,Neither interested nor uninterested,1,1,1,1,1,1,1,1,1,0,3,1,2,"Discharge to my home only, to reduce my energy bills",3,4,Freestanding house,,Own outright,,54,45-54 years,"$4000+ a week / $208,000+ a year"
262,29/11/2024,29/11/2024,Male,GREY,METROPOLITAN,EV,1,0,0,0,0,"20,001-50,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,1,0,0 - Weekdays,0 - Weekdays,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Strongly agree,Somewhat disagree,1,1,0,Somewhat familiar,Somewhat disagree,Strongly disagree,,,,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,1,1,0,1,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,Freestanding house,,Own outright,,66,65+,"$4000+ a week / $208,000+ a year"
269,29/11/2024,29/11/2024,Female,PURPLE,METROPOLITAN,EV,1,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,1,1,0,1,0,free charger at local rsl club,0,1,0,0,0,0,0,0,1,0,0,0,4,4,5,2,2,4,,,,,,,1,2,2,1,1,1,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,0,0,1,Very familiar,Strongly agree,Somewhat agree,,Next 1-2 years,,0,0,0,0,0,0,0,0,1,1,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,,0,Very interested,Very interested,Very interested,Not at all interested,Fairly interested,Fairly interested,Fairly interested,Neither interested nor uninterested,Fairly interested,1,1,0,0,1,1,0,0,1,0,1,2,3,"Discharge to my home only, to reduce my energy bills",3,4,Freestanding house,,Own outright,,59,55-64 years,Prefer not to say
273,29/11/2024,29/11/2024,Male,PURPLE,METROPOLITAN,EV,1,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,0,1,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0 - Weekdays,2,5,0 - Weekdays,5,5,,,,,,,1,2,2,1,2,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Very familiar,Strongly agree,Strongly agree,,As soon as possible,,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,,0,Very interested,Fairly interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,1,0,0,1,0,0,0,0,0,0,1,2,3,"Discharge to my home only, to reduce my energy bills",2,5 or more,Freestanding house,,Own outright,,55,55-64 years,"$4000+ a week / $208,000+ a year"
274,29/11/2024,29/11/2024,Male,PURPLE,METROPOLITAN,EV,1,0,0,0,0,"20,001-50,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0 - Weekdays,2,5,,,,,,,,,,1,1,2,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,0,0,1,Not at all familiar,Neither agree nor disagree,Strongly disagree,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,Freestanding house,,Own outright,,44,35-44 years,"$4000+ a week / $208,000+ a year"
276,29/11/2024,29/11/2024,Male,GREY,UNKNOWN,EV,0,1,0,0,0,"Less than 10,000",0,0,1,0,0,"At a public charger (e.g. shopping centre, petrol station)",,0,0,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,3,3,5,,,,,,,,,,1,1,2,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,1,Not at all familiar,Neither agree nor disagree,Neither agree nor disagree,No,I rent and am not able to get V2G installed,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,1,2,3,None of these,50,1,Apartment/unit,,Rent,,68,65+,"$2000-3000 a week / $104,000-$156,000 a year"
282,29/11/2024,29/11/2024,Male,PURPLE,METROPOLITAN,EV,1,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,0,0,0,1,0,Supercharger,1,0,0,0,0,0,0,0,1,0,0,0,2,3,5,2,3,4,,,,,,,1,1,1,1,1,1,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,1,0,Very familiar,Strongly agree,Strongly agree,,As soon as possible,,0,0,0,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,1,0,,0,Very interested,Very interested,Very interested,Not at all interested,Very interested,Very interested,Very interested,Fairly interested,Not at all interested,1,1,0,0,0,0,1,0,0,0,1,2,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,2,3,Semidetached or terrace,,Own outright,,56,55-64 years,Prefer not to say
284,29/11/2024,29/11/2024,Not Stated,LILAC,REGIONAL,Main,1,0,0,0,0,"10,000-20,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,1,0,3,3,5,,,,,,,,,,2,2,2,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,1,Not at all familiar,Strongly agree,Strongly disagree,,,,0,0,0,1,1,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,Freestanding house,,Own outright,,67,65+,"$500-1000 a week / $26,000-$52,000 a year"
297,29/11/2024,29/11/2024,Female,PURPLE,REGIONAL,EV,1,1,0,0,0,"10,000-20,000",0,1,0,0,0,At home,,0,0,0,0,0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,5,5,1,5,5,,,,,,,2,2,2,2,2,2,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,1,1,0,Somewhat familiar,Neither agree nor disagree,Somewhat disagree,,,,0,0,0,0,0,1,1,0,1,0,0,0,,0,1,0,0,0,0,1,1,0,0,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,1,1,0,0,0,0,0,0,0,0,1,2,3,"Discharge to my home only, to reduce my energy bills",5,4,Freestanding house,,Own outright,,58,55-64 years,"$2000-3000 a week / $104,000-$156,000 a year"
300,29/11/2024,29/11/2024,Male,KHAKI,INTERSTATE,EV,0,1,0,0,0,"10,000-20,000",1,0,0,0,0,At home,,0,0,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,5,5,5,,,,,,,,,,2,2,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,0,0,Very familiar,Strongly agree,Strongly agree,,Next 3-5 years,,0,0,0,0,1,0,0,0,0,1,1,0,,0,1,0,0,0,0,0,0,1,0,0,0,,0,Very interested,Very interested,Neither interested nor uninterested,Fairly interested,Very interested,Neither interested nor uninterested,Fairly interested,Neither interested nor uninterested,Fairly interested,0,1,0,1,1,0,0,0,0,0,1,2,3,"Discharge to my home only, to reduce my energy bills",5,2,Semidetached or terrace,,Own outright,,61,55-64 years,Prefer not to say
301,29/11/2024,29/11/2024,Male,KHAKI,REGIONAL,EV,0,1,0,0,0,"10,000-20,000",1,1,0,0,0,"At a public charger (e.g. shopping centre, petrol station)",,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,0 - Weekdays,0 - Weekdays,5,,,,,,,,,,2,2,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Very familiar,Strongly agree,Strongly agree,,Next 1-2 years,,0,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,Very interested,Very interested,Very interested,Neither interested nor uninterested,Very interested,Very interested,Very interested,Very interested,Very interested,0,0,0,0,0,0,0,0,0,1,1,2,3,"Discharge to my home only, to reduce my energy bills",3,3,Freestanding house,,Own with mortgage,,63,55-64 years,"$4000+ a week / $208,000+ a year"
302,29/11/2024,29/11/2024,Not Stated,YELLOW,INTERSTATE,EV,0,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,0,0,0,1,0,public DC fast charging station,1,0,0,0,0,0,0,0,0,0,0,1,,,,0 - Weekdays,4,4,,,,,,,,,,1,1,1,,,,,,,Strongly disagree,Somewhat agree,Strongly agree,1,0,0,Very familiar,Neither agree nor disagree,Somewhat disagree,,,,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,,0,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,2,1,3,"Discharge to my home only, to reduce my energy bills",1,1,Townhouse,,Own outright,,34,25-34 years,"$2000-3000 a week / $104,000-$156,000 a year"
303,29/11/2024,29/11/2024,Male,GREY,INTERSTATE,EV,0,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,0,0,0,1,0,Free type 2 Council charger,0,1,0,0,0,0,0,0,1,0,0,0,,,,5,5,5,,,,,,,,,,1,1,1,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,1,0,Somewhat familiar,Strongly agree,Strongly agree,,As soon as possible,,0,0,0,0,1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,1,1,0,0,0,,0,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,0,0,0,0,0,0,0,0,0,1,1,2,3,"Discharge to my home only, to reduce my energy bills",1,2,Freestanding house,,Own outright,,70,65+,"$1000-2000 a week / $52,000-$104,000 a year"
305,29/11/2024,3/12/2024,Female,YELLOW,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,1,0,5,4,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,1,0,0,Not at all familiar,Somewhat agree,Neither agree nor disagree,,5+ years,,0,0,0,0,1,1,1,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,1,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly uninterested,Neither interested nor uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,0,0,0,0,0,0,0,0,0,1,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,5,4,Freestanding house,,Own with mortgage,,39,35-44 years,"$1000-2000 a week / $52,000-$104,000 a year"
312,29/11/2024,29/11/2024,Male,ORANGE,METROPOLITAN,Main,1,0,0,0,0,"10,000-20,000",1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,1,0,3,5,5,,,,,,,,,,1,2,2,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,0,0,1,Not at all familiar,Strongly disagree,Strongly disagree,Charging a vehicle per KwH would be hogher than the price per KwH for charge put back into the grid.  Promises of prices paid to put back into the grid are a rort.,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,Freestanding house,,Own outright,,64,55-64 years,Prefer not to say
314,29/11/2024,29/11/2024,Male,LILAC,RURAL,EV,1,1,0,0,0,"20,001-50,000",0,1,0,0,0,At home,,0,0,0,0,1,0,Super charger,1,0,0,0,0,0,0,0,1,0,0,0,5,5,5,1,2,5,,,,,,,2,2,2,1,2,2,,,,,,,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,1,Very familiar,Strongly agree,Strongly agree,V2G will allow me to effectively have a 100kw home battery,As soon as possible,,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,1,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Fairly interested,1,1,1,1,1,1,1,1,0,0,1,2,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,3,2,Freestanding house,,Own outright,,55,55-64 years,"$3000-4000 a week / $156,000-$208,000 a year"
316,29/11/2024,29/11/2024,Female,ORANGE,INTERSTATE,EV,1,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,0,0,0,1,0,A free charger near tourist attraction that is sponsored by a local quasi-governmental agency,0,1,0,0,0,0,0,0,1,0,0,0,2,5,5,3,5,5,,,,,,,1,1,1,2,2,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,1,0,Very familiar,Strongly agree,Strongly agree,,As soon as possible,,0,0,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,1,0,1,0,0,1,0,,0,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Fairly interested,1,1,1,1,1,1,1,1,1,0,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,3,2,Freestanding house,,Own outright,,61,55-64 years,"$3000-4000 a week / $156,000-$208,000 a year"
317,29/11/2024,29/11/2024,Male,LILAC,INTERSTATE,Main,1,0,0,0,0,"10,000-20,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,5,3,5,,,,,,,,,,2,1,2,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Not at all familiar,Strongly disagree,Strongly disagree,No,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,Freestanding house,,Own outright,,71,65+,"$500-1000 a week / $26,000-$52,000 a year"
318,29/11/2024,29/11/2024,Male,GREY,METROPOLITAN,EV,0,0,0,1,0,"Less than 10,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,1,0,0,0,,,,,,,,,,5,3,3,,,,,,,,,,1,2,1,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,0,0,1,Not at all familiar,Strongly agree,Neither agree nor disagree,My tree canopy cover precludes solar,Next 3-5 years,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,0,0,0,0,0,0,0,1,0,0,1,2,3,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,3,2,Freestanding house,,Own outright,,0,Prefer not to say,Prefer not to say
319,29/11/2024,29/11/2024,Not Stated,GREY,METROPOLITAN,EV,1,1,0,0,0,"Less than 10,000",0,1,0,1,0,At home,,0,0,1,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,1,4,5,3,4,5,,,,,,,1,2,2,1,1,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,0,0,Very familiar,Strongly agree,Strongly agree,,Other (please specify),When it's affordable and vehicle capable,1,0,1,0,1,1,0,0,0,0,1,0,,0,1,0,0,0,1,1,0,0,0,0,0,,0,Very interested,Neither interested nor uninterested,Fairly interested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,1,0,0,0,0,0,0,0,0,0,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,3,2,Freestanding house,,Own outright,,69,65+,Prefer not to say
